epoch,binary_accuracy,iou,loss,precision,recall,val_binary_accuracy,val_iou,val_loss,val_precision,val_recall
10,0.9397150278091431,0.08677651733160019,0.16230088472366333,0.1497659534215927,0.17095734179019928,0.9398377537727356,0.08800002932548523,0.15930204093456268,0.15199996531009674,0.17288891971111298
11,0.9397451281547546,0.08919157832860947,0.15709234774112701,0.15449993312358856,0.17423401772975922,0.9399542808532715,0.0910000130534172,0.1534469723701477,0.15737038850784302,0.17725926637649536
12,0.939906895160675,0.09257444739341736,0.15720967948436737,0.16020213067531586,0.17984037101268768,0.9401442408561707,0.09422221779823303,0.145857036113739,0.16288892924785614,0.18259266018867493
13,0.9402026534080505,0.09594689309597015,0.1511177271604538,0.16608509421348572,0.18535108864307404,0.9404151439666748,0.09822222590446472,0.14167676866054535,0.1694074273109436,0.18896301090717316
14,0.9405165910720825,0.10037229210138321,0.14333166182041168,0.17321272194385529,0.1928403675556183,0.9407713413238525,0.10274073481559753,0.13312393426895142,0.17714816331863403,0.19688889384269714
15,0.9408208131790161,0.10485107451677322,0.1439773589372635,0.18062759935855865,0.19997864961624146,0.941070556640625,0.10737038403749466,0.1308324933052063,0.1845555305480957,0.20407406985759735
16,0.9411876797676086,0.10991497337818146,0.13669230043888092,0.1888297200202942,0.2082340121269226,0.9414893984794617,0.11222220212221146,0.13375046849250793,0.19237032532691956,0.21214807033538818
17,0.9416513442993164,0.11456380784511566,0.13488706946372986,0.19612756371498108,0.21595747768878937,0.9419508576393127,0.11688891798257828,0.12813416123390198,0.1998889297246933,0.21974068880081177
18,0.9420490860939026,0.11910634487867355,0.1355772614479065,0.20354263484477997,0.22312770783901215,0.94233638048172,0.12122224271297455,0.11622051149606705,0.20681484043598175,0.22637046873569489
19,0.9425172209739685,0.12358510494232178,0.1267281174659729,0.21085111796855927,0.2299468070268631,0.9428338408470154,0.12618520855903625,0.11841147392988205,0.21496295928955078,0.23381488025188446
20,0.9429963827133179,0.12853191792964935,0.1275510936975479,0.2188618779182434,0.23737245798110962,0.9432926177978516,0.13062965869903564,0.12181319296360016,0.22222229838371277,0.24062968790531158
21,0.943469762802124,0.13279782235622406,0.12374350428581238,0.22574476897716522,0.24393637478351593,0.9437659978866577,0.13500000536441803,0.11659926921129227,0.22925929725170135,0.24748152494430542
22,0.9439594745635986,0.137234166264534,0.12106907367706299,0.23270215094089508,0.25063854455947876,0.9442111849784851,0.13955561816692352,0.11363619565963745,0.23625928163528442,0.2541852295398712
23,0.9443731307983398,0.14174461364746094,0.11817007511854172,0.23985107243061066,0.25750023126602173,0.9446526765823364,0.14400003850460052,0.12263400107622147,0.24311111867427826,0.26070377230644226
24,0.9448297619819641,0.14600002765655518,0.11484133452177048,0.24643610417842865,0.2637447714805603,0.9451064467430115,0.14855553209781647,0.10861524194478989,0.25022217631340027,0.26777783036231995
25,0.9453180432319641,0.1512129008769989,0.1102718934416771,0.25425535440444946,0.2717342674732208,0.9456069469451904,0.15362966060638428,0.10096073895692825,0.2579258382320404,0.27537038922309875
26,0.9458361864089966,0.15625523030757904,0.10960345715284348,0.261914998292923,0.27903205156326294,0.9460923671722412,0.15833331644535065,0.11205961555242538,0.2651481032371521,0.282370388507843
27,0.9462886452674866,0.16054250299930573,0.10922902822494507,0.2683616578578949,0.28562772274017334,0.9465480446815491,0.16281487047672272,0.10384476184844971,0.27166658639907837,0.28885185718536377
28,0.946750819683075,0.16523410379886627,0.10346312075853348,0.27540433406829834,0.29229795932769775,0.9470299482345581,0.1676296591758728,0.10520628839731216,0.27885183691978455,0.2956666648387909
29,0.9472321271896362,0.16993604600429535,0.1020919680595398,0.2825745642185211,0.29893606901168823,0.9474813938140869,0.171999990940094,0.10627732425928116,0.2856297791004181,0.3020741045475006
30,0.9477042555809021,0.17461693286895752,0.0953473150730133,0.28936177492141724,0.3056595027446747,0.9479672312736511,0.17711113393306732,0.1073586717247963,0.2927038371562958,0.30944445729255676
31,0.9481789469718933,0.1797233372926712,0.09280864894390106,0.296500027179718,0.3132978081703186,0.9484401941299438,0.1820000261068344,0.10640358179807663,0.2998519241809845,0.3166296184062958
32,0.9486578106880188,0.18460653722286224,0.09182994067668915,0.3036171793937683,0.32012757658958435,0.948895275592804,0.18688887357711792,0.10563736408948898,0.3067037761211395,0.3234814405441284
33,0.9490989446640015,0.18946799635887146,0.08780933171510696,0.3104363679885864,0.32719138264656067,0.9493495225906372,0.19192588329315186,0.11012594401836395,0.313629686832428,0.330592542886734
34,0.9495683908462524,0.19443611800670624,0.08163861185312271,0.317287415266037,0.3342871069908142,0.9498358368873596,0.19700001180171967,0.10206428170204163,0.32077786326408386,0.3378147780895233
35,0.9500598311424255,0.19959573447704315,0.07829207181930542,0.32452139258384705,0.34139350056648254,0.950322687625885,0.2021111100912094,0.1051083654165268,0.3281852602958679,0.34496310353279114
36,0.9505510330200195,0.20495763421058655,0.07311517745256424,0.33199992775917053,0.3488192558288574,0.950807511806488,0.20759262144565582,0.1127813532948494,0.33548152446746826,0.35255560278892517
37,0.9510161876678467,0.21026606857776642,0.07268930971622467,0.3391488194465637,0.35625535249710083,0.9512721300125122,0.21296292543411255,0.10598281025886536,0.3426666855812073,0.3597407639026642
38,0.9514961838722229,0.2156381607055664,0.06768745183944702,0.3465319573879242,0.36336180567741394,0.9517524838447571,0.2181110680103302,0.11095868796110153,0.35011106729507446,0.3668888509273529
39,0.9519805908203125,0.22097857296466827,0.06122281402349472,0.35390427708625793,0.3703618049621582,0.9522461295127869,0.22377777099609375,0.10653470456600189,0.35759252309799194,0.3741481602191925
40,0.9524791240692139,0.22660644352436066,0.05789131298661232,0.3613937199115753,0.37794673442840576,0.9527418613433838,0.22933337092399597,0.10768063366413116,0.36511102318763733,0.38162961602211
41,0.9529446363449097,0.23203180730342865,0.059101253747940063,0.36874476075172424,0.38495737314224243,0.9531908631324768,0.23466674983501434,0.11402764171361923,0.37211117148399353,0.3883703649044037
42,0.9534093737602234,0.2373725026845932,0.053895141929388046,0.3757341206073761,0.3919680118560791,0.953658938407898,0.2399999052286148,0.11322937160730362,0.3792223036289215,0.3952592611312866
43,0.953877329826355,0.24272342026233673,0.05121919512748718,0.38287243247032166,0.3987129032611847,0.95412278175354,0.2452961951494217,0.10944312810897827,0.3862963318824768,0.4020000994205475
44,0.9543445110321045,0.24820217490196228,0.0474698431789875,0.3899894952774048,0.40568095445632935,0.9545928835868835,0.25099995732307434,0.11676476895809174,0.3934815227985382,0.40900006890296936
45,0.9548034071922302,0.253542423248291,0.0481172613799572,0.39694684743881226,0.41236191987991333,0.9550389051437378,0.25600001215934753,0.11566966772079468,0.4002592861652374,0.4157407879829407
46,0.9552512764930725,0.2588723301887512,0.04479723423719406,0.40376588702201843,0.4190109372138977,0.9554846286773682,0.26151853799819946,0.1177365779876709,0.4071110486984253,0.4222593307495117
47,0.955693781375885,0.2641809582710266,0.04264616593718529,0.41059547662734985,0.4256172478199005,0.9559246897697449,0.26700007915496826,0.11886312812566757,0.41399991512298584,0.4289999306201935
48,0.9561225175857544,0.269638329744339,0.039928264915943146,0.41732946038246155,0.4324469566345215,0.9563539028167725,0.27199995517730713,0.13663576543331146,0.420592725276947,0.4357036352157593
49,0.9565434455871582,0.27465975284576416,0.04083690419793129,0.42369112372398376,0.43844684958457947,0.9567658305168152,0.27699998021125793,0.12375485152006149,0.4270000159740448,0.44166678190231323
50,0.9569540023803711,0.27979785203933716,0.038290418684482574,0.4300742447376251,0.4445740580558777,0.9571770429611206,0.28207412362098694,0.127114936709404,0.4331481456756592,0.44781479239463806
51,0.957368791103363,0.28487229347229004,0.035128507763147354,0.4364362359046936,0.45057442784309387,0.9575881958007812,0.2873704135417938,0.12165999412536621,0.43951842188835144,0.453777939081192
52,0.9577775597572327,0.29004257917404175,0.034436967223882675,0.44275549054145813,0.4567554295063019,0.9579947590827942,0.29251864552497864,0.14133743941783905,0.4458519220352173,0.4598148465156555
53,0.958179771900177,0.2949574887752533,0.034248460084199905,0.4488617777824402,0.4624043405056,0.9583848118782043,0.2971110939979553,0.1288478672504425,0.4519628882408142,0.46500012278556824
54,0.9585567116737366,0.29976600408554077,0.03484131768345833,0.454755574464798,0.4678834080696106,0.9587521553039551,0.3020000159740448,0.12306345999240875,0.4574444591999054,0.4707407057285309
55,0.9589199423789978,0.3044786751270294,0.03163628652691841,0.460415244102478,0.47341489791870117,0.9591253995895386,0.3070000410079956,0.1388486921787262,0.46311110258102417,0.4759998917579651
56,0.9592992663383484,0.3091595768928528,0.030596571043133736,0.4661484956741333,0.47869133949279785,0.9594983458518982,0.3116666078567505,0.1312752366065979,0.4689999222755432,0.48099997639656067
57,0.9596611261367798,0.31380853056907654,0.030830206349492073,0.4717232584953308,0.4838190972805023,0.9598532915115356,0.3160000145435333,0.12512362003326416,0.4743334949016571,0.48600003123283386
58,0.9600175619125366,0.31835100054740906,0.029041634872555733,0.4771276116371155,0.4889260530471802,0.9602074027061462,0.3208519220352173,0.15445317327976227,0.4799998104572296,0.49100011587142944
59,0.9603670239448547,0.3228723406791687,0.028136620298027992,0.4825960397720337,0.4938187003135681,0.9605568051338196,0.32499992847442627,0.14087453484535217,0.4851110875606537,0.4960000813007355
60,0.960712194442749,0.3273296058177948,0.030167611315846443,0.48790448904037476,0.49869146943092346,0.960888147354126,0.3293333351612091,0.14595016837120056,0.49022215604782104,0.501000165939331
61,0.9610395431518555,0.3315747380256653,0.028999458998441696,0.4929359257221222,0.5032131671905518,0.9612105488777161,0.33400002121925354,0.1497541069984436,0.495222270488739,0.5057780146598816
62,0.9613566398620605,0.3357660174369812,0.027079898864030838,0.4978722035884857,0.5077654123306274,0.9615330696105957,0.33799996972084045,0.1412450224161148,0.5001852512359619,0.5100001692771912
63,0.9616766571998596,0.3399359881877899,0.02599206194281578,0.5027878284454346,0.51209557056427,0.9618474245071411,0.34200000762939453,0.15932635962963104,0.5050000548362732,0.5139999985694885
64,0.9619909524917603,0.34413817524909973,0.02702748402953148,0.5076697468757629,0.516511082649231,0.9621521830558777,0.3460000455379486,0.16193604469299316,0.5100001692771912,0.5190000534057617
65,0.9622899293899536,0.3481278121471405,0.025565961375832558,0.5122977495193481,0.5206913352012634,0.9624531269073486,0.3500000238418579,0.14123104512691498,0.5147408246994019,0.5229998230934143
66,0.9625917673110962,0.35222354531288147,0.023652944713830948,0.5169686079025269,0.524925708770752,0.9627524614334106,0.354000061750412,0.14945779740810394,0.5190000534057617,0.5270001888275146
67,0.9628890156745911,0.3562023341655731,0.023549137637019157,0.5215634107589722,0.5290631055831909,0.9630444049835205,0.35799992084503174,0.13790030777454376,0.5240001082420349,0.5310000777244568
68,0.9631733894348145,0.36005327105522156,0.02458821050822735,0.525947093963623,0.5330215096473694,0.963327169418335,0.36200007796287537,0.17511247098445892,0.5279999375343323,0.5349999070167542
69,0.9634560942649841,0.3638405501842499,0.02300647273659706,0.5303513407707214,0.5368401408195496,0.9636053442955017,0.36600011587142944,0.1552281379699707,0.5323703289031982,0.5389998555183411
70,0.9637294411659241,0.36765938997268677,0.0232144296169281,0.5345956683158875,0.5407448410987854,0.9638717174530029,0.36970365047454834,0.16299889981746674,0.5368147492408752,0.5430001616477966
71,0.9639852046966553,0.37134045362472534,0.024746034294366837,0.5386280417442322,0.5444894433021545,0.9641251564025879,0.3730001151561737,0.1617821305990219,0.5407409071922302,0.5459998250007629
72,0.9642417430877686,0.3748721182346344,0.02289801463484764,0.5426058173179626,0.5480744242668152,0.9643821120262146,0.3769999146461487,0.16127526760101318,0.5447778105735779,0.5500001311302185
73,0.9645031094551086,0.37849998474121094,0.021267976611852646,0.5466172099113464,0.5516601800918579,0.9646375179290771,0.3800000846385956,0.14753858745098114,0.5488146543502808,0.5537407398223877
74,0.9647494554519653,0.38208481669425964,0.021669555455446243,0.5505533218383789,0.5552977919578552,0.9648804664611816,0.38399994373321533,0.14620420336723328,0.5521482825279236,0.5570001006126404
75,0.9649873375892639,0.3854893743991852,0.023071520030498505,0.5542875528335571,0.5587023496627808,0.9651135206222534,0.38700005412101746,0.15203440189361572,0.5559999942779541,0.5600001811981201
76,0.9652187824249268,0.3887871205806732,0.02249072678387165,0.5579144358634949,0.56190425157547,0.9653454422950745,0.3900000751018524,0.15350010991096497,0.5600001811981201,0.5638889670372009
77,0.9654507637023926,0.3920639455318451,0.021996919065713882,0.5614683032035828,0.5650858879089355,0.9655735492706299,0.39400002360343933,0.14528588950634003,0.562999963760376,0.567000150680542
78,0.965678870677948,0.3953830301761627,0.02019890770316124,0.5651391744613647,0.5683193802833557,0.965802788734436,0.3970000445842743,0.14530658721923828,0.567000150680542,0.5699999332427979
79,0.965903103351593,0.3986491858959198,0.020401589572429657,0.5686064958572388,0.5714999437332153,0.9660231471061707,0.3999999463558197,0.17220298945903778,0.5699999332427979,0.5730000138282776
80,0.966121256351471,0.4017660617828369,0.02055392600595951,0.5720859169960022,0.574436366558075,0.9662398099899292,0.4029999375343323,0.18425264954566956,0.5740001201629639,0.5760001540184021
81,0.9663378000259399,0.4048722982406616,0.01981772482395172,0.5755001306533813,0.5773186087608337,0.9664544463157654,0.4060001075267792,0.18255841732025146,0.5769999027252197,0.5790002346038818
82,0.9665495753288269,0.4079152047634125,0.020571622997522354,0.5788301229476929,0.5800750851631165,0.966661810874939,0.40900006890296936,0.16713400185108185,0.5802222490310669,0.5818887948989868
83,0.9667463302612305,0.41090384125709534,0.02604277990758419,0.5820216536521912,0.5828829407691956,0.966844916343689,0.41199997067451477,0.15608255565166473,0.583000123500824,0.5839998722076416
84,0.9669301509857178,0.41353195905685425,0.02166881039738655,0.5849353671073914,0.5853079557418823,0.9670376181602478,0.41499999165534973,0.15465612709522247,0.5862593650817871,0.5869999527931213
85,0.9671280980110168,0.4164467751979828,0.018434861674904823,0.588032066822052,0.5879895091056824,0.9672358632087708,0.41800016164779663,0.15554426610469818,0.5897778868675232,0.5889999270439148
86,0.9673243761062622,0.4193936884403229,0.01787862926721573,0.591042160987854,0.5908188223838806,0.967431366443634,0.4210001528263092,0.1669473946094513,0.5930001735687256,0.5920000076293945
87,0.9675178527832031,0.42225557565689087,0.018236756324768066,0.5941069722175598,0.5934689044952393,0.9676229953765869,0.4239999055862427,0.1889829784631729,0.5959998965263367,0.595000147819519
88,0.9677094221115112,0.4251166880130768,0.016793664544820786,0.5971700549125671,0.5960428714752197,0.9678153991699219,0.4270000159740448,0.1796732246875763,0.5990000367164612,0.5970000624656677
89,0.9679014086723328,0.42801082134246826,0.015895908698439598,0.6002561450004578,0.5986164808273315,0.9680056571960449,0.4289999306201935,0.18508201837539673,0.6020001173019409,0.6000001430511475
90,0.96808922290802,0.43080827593803406,0.016274621710181236,0.6032342910766602,0.6010431051254272,0.9681914448738098,0.4320001006126404,0.16745294630527496,0.604999840259552,0.6020001173019409
91,0.9682754874229431,0.4336598217487335,0.01518972311168909,0.6061591506004333,0.603723406791687,0.9683749675750732,0.43500009179115295,0.19709520041942596,0.607999861240387,0.604999840259552
92,0.9684549570083618,0.43631935119628906,0.01536837499588728,0.6090639233589172,0.6060527563095093,0.9685526490211487,0.437999963760376,0.16609807312488556,0.6102962493896484,0.6070001125335693
93,0.9686234593391418,0.4389462172985077,0.021161288022994995,0.6117549538612366,0.6084790825843811,0.9687129855155945,0.43999990820884705,0.16845913231372833,0.6129999756813049,0.6099258065223694
94,0.9687799215316772,0.4413193166255951,0.023604556918144226,0.6142134070396423,0.6106383800506592,0.9688592553138733,0.44259268045425415,0.16681113839149475,0.6151109337806702,0.6118149757385254
95,0.9689275026321411,0.4436383843421936,0.02151080034673214,0.6166916489601135,0.6125527024269104,0.9690086245536804,0.44499993324279785,0.14003531634807587,0.6180000305175781,0.6140000820159912
96,0.9690741896629333,0.4459993839263916,0.02042434737086296,0.6190420389175415,0.6147878766059875,0.9691593647003174,0.4470001459121704,0.1754981130361557,0.6200000047683716,0.6160000562667847
97,0.9692302346229553,0.4483512341976166,0.017333049327135086,0.6215114593505859,0.6168087124824524,0.969315230846405,0.4499998688697815,0.19174692034721375,0.6230000257492065,0.6180000305175781
98,0.9693812727928162,0.4507765769958496,0.017383651807904243,0.6239895820617676,0.6188293695449829,0.9694668650627136,0.4519999325275421,0.19502432644367218,0.625,0.6200000047683716
99,0.9695369005203247,0.4531377851963043,0.015321931801736355,0.6264888048171997,0.620936393737793,0.969624400138855,0.45400020480155945,0.1954960972070694,0.6280001997947693,0.621999979019165
